"","BLUSH","DAISY","EAGLE","ELBOW","FENCE","FILMS","FLAGS","FOGGY","HUMAN","HUMOR","IMAGE","INTRO","IVORY","JUROR","KAYAK","LAKES","LASSO","LILAC","MAGIC","NURSE","ORBIT","PATCH","POETS","RADIO","RELIC","REMIX","RODEO","SCOPE","SHAWL","TANGO","TOPAZ","VENUE","VIDEO","VISTA","WALTZ","XEROX"
"WFIKKN1",-0.392724311,0.394249027,0.274912362,-0.95967144,0.176580613,0.786893407,0.559968121,0.365721294,0.120369498,0.224597366,0.422216847,-0.489380036,0.058158074,-0.362899876,0.494888178,0.181932814,0.124171142,0.323445923,0.345068725,-0.014340658,-0.11062382,0.829634327,0.112369207,-0.236310763,-0.581337333,0.075974173,0.344137694,0.005265917,-0.010797511,-0.015743082,-0.826219964,-0.701296583,-0.279420659,0.299505098,-0.049986283,-0.10086026
"WFIKKN2",-0.203688482,0.093492019,0.473429698,-0.641647325,0.326749652,0.781989704,0.540273761,0.443220641,0.311320511,0.405885744,0.455174484,-0.571676256,0.107535659,-0.445181405,0.574339941,0.550629178,0.225401343,0.105933135,0.660535009,0.088985376,-0.158266716,0.538968314,0.075809539,-0.173563697,-0.228248915,-0.203192846,0.606607553,0.244535291,0.022552613,0.097114799,-1.048315376,-0.189994444,-0.20886861,0.160838814,0.27309154,0.002425365
"WIF1",-0.069784805,0.146911251,0.373598092,-0.303342895,0.176815559,0.588891336,0.402674906,0.140491033,0.199925111,0.462594624,0.560212708,-0.764916403,0.114492328,-0.458416653,0.385485717,0.590937847,0.142020832,0.449237823,0.556913221,-0.05035014,-0.290276541,0.605497344,0.03205537,-0.174867593,-0.170373915,-0.230739838,0.337684176,0.280046472,0.039639637,-0.056235334,-0.609809928,-0.211792846,-0.005095347,0.001256797,-0.016791501,0.114464976
"WISP1",0.185732166,-0.694845064,0.404246366,0.319468592,-0.837023615,-0.751659932,-0.363180914,-0.845127901,-0.01913074,-0.117131569,0.306605789,0.343205287,-0.11223872,-0.1222034,-0.191219719,0.622159406,-0.196968083,-0.62752631,-0.602025674,0.234592404,0.019445661,-0.633405965,-0.570609016,-0.501897938,0.174162248,-0.551326999,-0.82379304,0.160765829,0.004241741,0.043667319,0.374758065,0.512494446,0.034507406,0.186846707,-0.140621327,0.118280168
"WNT7A",-0.380437571,0.119996601,0.267822765,-0.801805861,0.181517208,0.204757573,0.064329876,0.118797576,0.020686711,0.292139342,0.376068447,-0.227410496,0.0006117,-0.259485339,0.103546162,0.447642165,0.120521284,0.081498114,-0.008525217,0.063406197,-0.267095027,0.250579407,0.011397832,-0.377918044,-0.622131295,0.00057835,-0.116575577,-0.005188223,-0.021828426,0.003840362,-0.45244111,-0.250130573,-0.003653656,0.114106486,-0.090908496,-0.267626238
"XCL1",0.000409915,0.128260106,-0.011079066,0.542568541,0.071247952,-0.132770646,0.036785798,0.260943375,-0.196095678,-0.071475212,-0.080642716,-0.154173599,0.158228324,0.52363096,-0.140948617,-0.114205934,0.007425425,0.14250757,-0.06902329,0.025655714,-0.075838484,0.148247969,0.06819412,-0.068693725,0.177612519,-0.171135824,0.112398426,-0.085107247,-0.197586621,0.06008715,0.245198822,0.342907832,0.508646365,0.058510296,0.362038308,-0.098040693
"XPNPEP1",0.291099901,-0.539276327,-1.025466358,0.858211681,-0.824185536,-0.682393449,-0.220498171,-0.00501715,-0.798283432,-1.021041329,-2.155183413,0.196498703,0.012999278,0.503433113,-1.05432163,-1.229134105,0.147791229,-1.569520604,-0.456826629,0.525631735,0.613193964,-0.773946599,-0.03043361,0.504175499,1.238084664,-0.08190359,-0.18986036,0.016934434,-0.261663192,0.590733585,0.936154735,0.434425496,0.461206496,-1.481425534,0.173683183,-0.414901309
"XRCC6",-0.228712578,0.146120797,0.009642582,0.910463966,0.031966086,0.233330812,0.130856085,0.094327383,-0.008325551,0.261588095,0.229375868,0.022997032,0.126502721,-0.224511624,0.112105436,0.112639261,0.176979759,-0.186096292,-1.471700004,0.188146778,-0.221701641,-0.044469312,-0.193653061,-0.275606289,-0.118010086,-0.191335164,0.263556743,0.060042789,-0.098107588,-0.103093493,0.12532974,0.16952252,0.03363592,-0.283612095,-0.122491709,-0.258329431
"YES1",0.44590078,-0.378989119,-0.632813393,0.706839447,-0.583173666,-0.602537424,-0.255411576,-0.007711743,-0.442470458,-0.706006323,-0.800381999,0.462569285,-0.262019291,0.520693549,-0.844364725,-0.531087533,-0.347191952,-0.028037794,-0.497717091,-0.316383972,0.396522205,-0.809669626,-0.108031373,0.45605847,1.136047677,-0.02353343,-0.62219479,-0.177258411,-0.197688517,0.342443469,0.616389073,0.466433565,0.529100105,-0.685259213,0.235696251,-0.231865684
"YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,SFN",-0.004719778,-0.069487925,-0.883549418,0.608798318,-0.698382364,-0.881747682,-0.844534829,0.64112197,-0.245712346,-0.195640906,-1.867601576,-0.210658732,-0.437469089,0.727416167,-0.452201372,-0.390117566,0.100126578,-0.543136603,-0.708422197,1.232236331,0.604798805,0.022081356,-0.239748389,-0.491298337,2.101881768,-0.092867612,-1.172806723,-0.260796589,-0.981503043,0.428618352,0.768413548,0.647431078,0.430870038,-0.494889423,0.133574382,-0.393668823
"ZAP70",-0.123981965,0.320082568,0.163178261,-0.396273248,0.025207714,0.136606792,0.072147697,0.262913207,-0.175100812,0.267157293,-0.099648055,-0.377808771,-0.063271847,-0.604142561,0.356140791,0.309831693,-0.08795564,0.092510784,-0.434348465,-0.044325965,-0.366293033,-0.217788086,0.130046261,-0.306022301,-0.120648259,-0.063662639,-0.089990063,0.341039697,-0.127830346,0.046617759,-0.726312196,0.053776191,0.088196718,0.281486178,0.149689244,-0.12418048
"CHEBI:10072",-2.995541277,-0.180394589,-0.013501395,-0.686883369,-2.596811161,-0.065436471,-3.168775682,-0.122882384,0.849068796,-2.391340536,-2.210289317,0.162522022,-0.740273476,0.007521132,-1.470484223,-2.162594541,-0.146135508,-1.210643907,-4.754863674,0.066303073,-0.452372564,-1.345732705,-0.248529796,0.045559851,-3.328663063,-2.11202215,-0.927609251,-1.400149949,-2.313719064,-0.653659394,-0.745459613,-3.420891981,-0.403447787,0.134250694,-0.938821845,-0.016548875
"CHEBI:1372",0.32503154,-0.099254579,-0.173084074,0.065530416,-1.315483112,0.223372801,-0.399978685,-0.492946881,-0.033341228,0.295713563,-1.536528293,-0.700240658,0.088192484,0.156473531,-0.490058626,0.441631928,-0.477306009,-1.165525582,-0.239096475,-0.183807362,0.199650873,-0.05326785,0.231599229,0.201090602,-0.06518734,-1.145519495,0.309819611,0.028599856,-0.013851918,-0.23181466,-0.661300643,-0.851574258,-1.295871128,-0.527162984,-0.425938543,-0.419333229
"CHEBI:15344",1.054154829,0.327362288,0.919900007,1.531705179,3.316818628,1.781387555,0.082199189,2.668154153,-0.526845615,-2.43928458,3.570971502,1.551022477,-1.034060178,-0.120617225,1.377306996,1.205946437,1.248178964,-0.923389261,2.081244056,1.928097416,0.355471562,-0.727369881,-0.873892581,0.507991754,1.943835049,4.556523772,0.753838251,2.937593758,-0.034835155,1.870237969,0.040003735,2.525137525,4.562466014,5.897294005,1.918591186,1.017116322
"CHEBI:15354",-0.69796454,-0.086524785,-0.082121125,0.238626429,-0.383291647,-0.034480781,-0.503000974,-0.268880137,-0.25896858,-0.340540344,-0.768519628,-0.297096659,-0.137642568,0.004557407,-0.978123541,-0.579826444,0.455796835,-1.221964876,-0.356265741,0.212301079,-0.132798003,-0.567896731,-0.16491104,-0.130353534,-0.722927963,-1.026241394,-0.352123641,-0.837229519,-0.792083843,-0.79453065,0.061936828,-0.718297504,-1.573092172,-0.182270134,-0.123056328,-1.000865016
"CHEBI:15428",0.3415393,0.059976444,0.218547794,0.238099358,0.403158128,0.240468909,0.330148971,0.043875739,0.424163248,0.568414617,0.029057756,-0.010860501,0.564894479,0.420280563,0.211035882,0.354328225,0.037650815,0.536631997,0.822915301,0.163505583,0.221892119,0.68454234,0.303457654,0.499042488,0.672560537,-0.24054622,-0.096545629,0.422263833,0.594357013,0.218644384,-0.202527289,0.0820832,-0.392229943,0.451235492,0.191476393,0.050039807
"CHEBI:15444",0.126954197,-0.071924744,-0.051147107,-0.551870825,-0.766757435,-0.709192906,-0.15051841,-0.677627909,-0.407093341,0.495959129,0.244706095,0.212577943,-0.470582313,-0.171600448,-0.118058245,-0.219963629,-0.327384608,-0.228680021,-0.368172398,0.138357724,-0.713406151,-0.559934877,-0.444118965,-0.349923049,-0.660756209,-0.006394682,-0.335448675,-0.388122848,0.248277422,-0.251264471,0.671723368,-0.471415962,-0.395189474,-0.460323277,-0.176727628,-0.118328024
"CHEBI:15603",-0.438634036,-0.071158494,-0.005492866,0.034660059,-0.847154981,-0.024809209,-0.266448069,-0.119075195,-0.110327887,-0.408121558,-0.030575128,-0.03879519,-0.13698658,-0.175912945,-0.387740259,-0.121870295,-0.06004739,-0.396994918,-0.717926582,0.175067544,-0.205253508,-0.30707703,-0.213145253,0.044600893,-0.515149514,-0.597142119,-0.145061617,0.0254718,-0.26459256,-0.032913212,-0.224268488,-0.254381117,-0.309065101,0.049530405,-0.11561688,-0.339933113
"CHEBI:15611",-0.563213901,-0.455272754,-0.193505019,-0.161445032,-0.453969111,0.35599938,-0.15235942,0.049354985,-0.058159251,0.48830539,0.092500146,-0.557403233,-0.103371043,-0.335582793,-0.204508117,0.204693836,0.085074019,0.105298882,-0.076343966,0.094936,0.155692126,0.273799001,-0.287903669,0.106877661,-0.335241572,-1.222712096,-0.13771775,0.305866277,-0.011183458,0.68324399,-0.086185281,-0.337466923,-0.483878114,0.028615912,-0.43209695,-1.505170076
"CHEBI:15676",0.192506156,-0.221026382,-0.050659206,0.500345619,-0.058550116,0.076834539,-0.16913247,-0.265224856,0.02237033,-0.327887083,-0.152301495,0.397970697,-0.112617751,-0.022017346,-0.255006267,-0.156620052,-0.560300932,-0.28143211,-0.13281502,-0.382315634,0.50436306,-0.833633903,0.069068829,0.410854918,0.136888834,-0.470162474,0.094123498,0.397848909,0.215918917,0.424258807,0.205293302,-0.370438336,0.347667124,0.499187478,0.093950055,-0.247914075
"CHEBI:15724",1.445680384,0.089639589,0.684723915,0.684025806,1.668470356,-2.214195445,1.591672458,0.66637374,0.111348013,-0.667792139,0.364409549,-0.35001399,-1.097368603,-0.42594758,0.643307718,0.785534538,-0.68879273,0.911971922,0.616546268,-0.689660405,-0.327143904,0.795594694,-0.34974157,-0.482210535,2.618785751,0.457273707,-0.456006482,2.509473059,-1.183318881,0.270238923,-1.083119969,0.537754212,-0.17337487,-0.363604876,-1.078055036,1.789274103
"CHEBI:15728",-1.99606447,0.524065301,-0.72211736,0.211827609,-0.554292916,0.47756303,-0.21371829,0.927590429,0.19619524,0.101876699,-0.173922105,-1.373607054,0.306308864,-0.096216515,-1.557075406,0.487433656,-0.823188547,-0.661018391,0.361577621,0.005302203,-0.794885984,0.033633197,0.354259064,0.259367779,-1.793434793,0.017569901,0.002845082,0.428617162,0.753670149,0.108946929,0.006512493,-1.840123727,-1.170920589,0.492638901,0.107440342,-1.468529945
"CHEBI:15741",-0.169791758,0.188121938,-0.181284499,0.988829947,-0.446829025,-0.241189318,-0.045400207,0.28464566,-0.315411611,0.481323372,-0.051215522,0.080964532,0.430311411,0.36473816,-0.310995209,0.181766466,-0.139803377,-0.215211745,-0.029949728,0.233929701,-0.132778233,-0.104564967,-0.01343306,0.013519751,-0.159177752,-0.577909846,-0.122613095,0.191744238,-0.00810418,0.324040359,0.376502045,0.179289459,0.138894211,-0.122183097,-0.256264644,-0.187257424
"CHEBI:15756",-0.474991743,-0.063463909,0.548660124,0.455446361,0.310072194,0.379973585,0.037350098,-0.017991266,-0.027217227,-0.045326235,0.300234492,0.609043295,-0.137415833,-0.310868565,-0.329505731,0.362141243,0.455559592,0.100197593,-0.045675703,0.125127898,-0.089486572,-0.159261886,0.093014416,-0.145781889,-0.651459359,0.123246443,-0.118813916,0.710572482,-0.105636318,0.527263425,0.843170247,0.427243653,0.18753885,0.504401186,0.485709944,-0.001646713
"CHEBI:15799",1.900148277,-0.449572871,0,-2.751690259,0.389445872,2.109878851,2.547666629,1.836158057,0,0,2.213037922,-1.908345532,2.441188679,-1.913320224,-1.904953635,2.555723001,0,0,1.920323655,0.114962195,-3.242223306,-0.04304111,2.346671919,0,0,-3.010141627,-2.227578707,0,2.701399551,-1.344487512,1.257810067,0,0,-0.574887736,-3.063232637,0
"CHEBI:15842",0.886697364,-0.192842709,0.120402774,1.490361127,-0.230811907,-0.540282468,0.103489989,-0.235220935,-0.243533406,-0.293381735,-0.427548783,-0.118360969,0.230109431,-0.122372457,8.73e-05,-0.590110172,-0.789706665,0.044516369,0.136558444,-0.85975354,0.100911125,-1.143127949,0.430333636,0.936874929,0.802284498,0.136395185,0.299910961,0.488432322,1.010670576,-0.470599539,0.351353342,0.415187305,-0.158679128,0.454617119,-0.079891053,0.432487057
"CHEBI:15843",-0.392343917,0.317211674,0.47651444,0.717074742,0.471059498,0.714622072,0.23088807,-0.005743765,0.134129842,0.569186904,0.566705052,0.791460594,0.26999884,0.187282103,-0.246975638,0.179988495,0.569347016,0.147981426,-0.267693258,0.32091725,0.051481453,0.296106836,-0.114023388,-0.031330189,-0.463149161,0.636451917,0.180944747,1.208483093,-0.067275784,0.913051018,0.118513132,0.470235328,0.725477869,0.901068745,0.205296307,0.201177846
"CHEBI:15891",0.358757083,0.501610159,-0.557559751,1.816062509,-0.362381721,-0.654085991,-1.046104302,0.491371849,-0.352691214,-0.282542684,-1.067342284,-0.238342966,0.303473899,1.241557101,-0.683583049,0.175547615,0.212789471,-0.565729504,-0.582251084,0.96084786,1.258398743,-0.075562286,0.275467463,-0.220481924,1.244978446,0.095698248,-1.194295874,-0.364273863,-0.665429087,0.67928402,1.234775017,1.139868664,0.600295918,0.33639007,-0.258284533,-0.066614842
"CHEBI:15927",-0.188162059,-2.309312102,-0.163365767,0.401734081,0.514949412,-3.487295113,-2.7428551,0.561679534,2.721180844,0.284994628,0.226936405,0,0.828590482,-2.231293733,-0.659345441,1.179042062,0.011353356,0.278799021,-0.355899869,2.713159021,-0.118737981,-0.071928885,0.258423451,-1.799705112,-0.153123328,-0.823799648,-0.682595696,0.244305582,-0.250290823,-0.035864248,-0.29526993,-1.578196434,-0.343917002,0.372453175,-0.151511185,0.870716983
"CHEBI:15963",0.224699227,-0.346004716,0.027810896,-0.183627662,0.086677066,-0.198694991,0.000385967,-0.16291652,-0.057695975,0.357981664,-0.054456675,-0.212415902,-0.227751181,-0.199876427,-0.075323447,-0.326957422,-0.036211706,-0.073041615,-0.345675121,0.16292767,-0.212545244,-0.202884689,-0.130234182,-0.605520483,-0.226911222,-1.134774171,-0.160262028,-0.007404262,-0.296334148,-0.038736526,-0.117976301,-0.237352697,-0.194653019,-0.235366226,-0.33379972,0.047498245
"CHEBI:15971",-0.124952479,-0.012828809,0.03368036,0.087808323,-0.340804594,0.128255344,-0.305872332,-0.197397907,0.060065847,-0.203765983,-0.522163014,-0.081138962,0.051993882,0.043227129,-0.313459827,-0.094500032,-0.132005468,-0.360397741,-0.175038754,0.107484599,0.097484744,-0.057803654,0.067270247,-0.048628879,-0.141693031,-0.168503312,-0.071959023,-0.017672701,-0.120109712,-0.004180063,-0.119800989,-0.290913292,-0.400556942,-0.063117519,-0.06628645,-0.21644638
"CHEBI:15978",0.346107315,-0.993964885,0.875768816,-0.438966532,-0.791522598,0.231901752,0.415140632,0.181594595,0.321271797,-0.074062329,0.190292558,0.682815481,0.062040158,-0.972251392,-0.088985152,0.353801974,0.456150103,-0.052028358,1.062556288,-0.683359814,-0.700580723,-1.572551811,0.405035829,0.125219408,-0.832163157,-0.192288393,0.900948355,-0.474916309,-0.439510452,0.096045813,-1.263542186,-0.697766267,-0.982118701,-0.958866212,-0.535260365,0.268059836
"CHEBI:15999",-0.718064358,-0.119901233,-0.272665961,-0.796653558,-1.964958982,-0.302984162,-1.069357601,0.072179203,0.212562991,1.140947271,-0.134716776,-1.491555275,-0.219030998,0.025161761,-0.520735362,0.010970186,0.432125991,0.450646398,-0.713578235,0.403598637,-0.573083135,0.729680979,-0.06822045,-0.361228434,-1.034705877,-0.692761999,-0.849489466,-0.384633996,0.195064335,-0.434202862,-0.490224958,-0.355909991,-0.615258352,-0.683869022,-0.208121069,0.026376448
"CHEBI:16015",1.236477581,-0.497630839,-0.301208664,-0.759132446,-0.981660036,0.153438853,-0.779978296,-0.395747909,-1.007148724,-1.259252204,-0.250409834,1.326919577,-1.225076689,0.01246852,-0.472288121,0.083668042,-0.30938001,-0.94606225,-0.385503035,-0.245387271,-0.17948546,-1.155795403,-0.348455331,0.237848794,0.691968499,0.983661672,-0.812327658,-0.409242666,-0.036916767,-0.290633272,0.611023815,0.764032274,-1.036211763,-0.43186471,-0.012928903,-1.353799231
"CHEBI:16027",2.041172621,0.412954208,-1.580690707,3.238439863,-0.96875012,-1.688960964,-1.151623673,-0.880985984,-0.860280544,-1.803062292,-2.392702051,2.621660654,0.016289729,1.84342351,-0.63113003,-2.190034359,-0.771711173,-0.782203759,-1.092057979,-1.065885216,1.083171733,-2.077705511,1.427399419,2.26398138,3.837862519,0.972853512,-0.465743293,-0.711817191,0.71082312,0.140137924,2.437314335,1.292958707,0.950124956,-1.654309526,-0.957475879,1.242515285
"CHEBI:1606",0.216731168,0.146375015,-0.002881826,0.457025861,0.161915008,0.386864938,-0.308546991,0.102133222,-0.011535264,-0.032909935,-0.366466909,-1.265395982,0.479933954,0.064632014,0.136642178,0.249729608,0.100103251,-0.154747937,0.163748112,0.069626413,0.348710425,-0.616390741,-0.016159783,-0.218984778,0.376467617,-0.038205596,-0.120939056,-1.454772888,0.520515353,-0.400189286,-0.09072042,0.095260655,-0.049539217,0.302397553,-0.114747742,0.47414975
"CHEBI:16070",0.025888601,3.182273687,1.03501255,0.532034909,0.549779816,1.961665766,-0.176139665,1.304676722,1.129077381,0.527292905,-0.716433427,-0.991324811,1.498423391,0.287538075,-0.780305798,1.790428156,1.601044353,0.2672053,1.091176643,-0.878145374,3.044323971,0.782905035,1.977548425,2.68216647,1.233605196,0.05265982,0.673412828,2.833176864,0.268688812,0.789494048,-2.083617035,1.265037267,0.759041541,1.476110744,0.415759462,-1.628454182
"CHEBI:16113",-0.190530296,-0.512155127,-0.364740162,0.08612655,-0.174893188,-0.142592338,0.369964023,0.425127108,-0.140700081,-0.362711887,-0.040839374,0.650636797,-0.088824672,0.208006235,-0.357280924,0.209741079,-0.259110674,-0.197591892,0.074798115,-0.77575607,-0.213585316,0.296850132,0.38809069,0.027228992,-0.24481004,-0.23742088,-0.698588637,0.135485768,-0.289781015,0.211393766,0.129600449,-0.093889208,0.141236022,0.751244717,-0.111864261,0.050311335
"CHEBI:16175",1.207906121,0,3.469028422,-1.411249791,2.342929811,2.38519137,-0.008235327,-0.514372031,-2.0634468,-2.995457069,-2.360605376,3.20990957,2.566952589,0.031043906,-2.583046509,3.101197254,1.466464103,1.662843341,0,0.785188267,2.113819296,1.019205667,-0.126414295,-3.080490393,0,-0.562797174,-0.437997847,0,0.042487572,0,-0.065499588,-0.993873204,-2.049388785,-0.164404777,-2.855541651,2.618355022
"CHEBI:16176",0.164966037,0.079442715,-0.208291384,0.06406484,-0.466050835,0.174064091,-0.527859757,-0.224743471,0.203473367,0.07008649,-0.468109466,-0.715048538,0.243522441,-0.015223513,-0.060784951,0.169113555,-0.043031605,-0.089025478,-0.12753556,-0.026113227,0.032210616,0.371331262,0.111233404,0.524374248,-0.009940659,-0.259826457,-0.406847298,0.043320715,0.368087268,-0.025440898,-0.264404325,-0.282170777,-0.757214537,0.2700934,0.038785725,-0.312721618
"CHEBI:16189",-0.342937726,-0.072797428,0.075531632,0.136272621,-0.068223413,0.201771801,-0.052296581,0.357830109,0.125258571,-0.122964992,-0.4613135,-0.384662645,0.153567075,0.08598813,-0.348019548,-0.156139141,-0.12640047,-0.368792734,-0.236194663,0.089416739,0.028829048,0.51074428,0.073170492,0.159090958,0.168181147,-0.274958623,0.023424475,0.337776947,-0.132798469,0.010059638,-0.402363197,-0.125002713,0.003893326,-0.040722383,-0.266528967,-0.12963965
"CHEBI:16199",-0.098367263,0.337051324,-0.39234689,-0.363973636,-1.039094964,0.411808412,-0.254883659,1.005910731,0.546328836,-1.000715607,-0.863329579,-0.474989361,-0.831708237,-0.208060505,0.271581236,0.046736011,-0.257222957,-0.423964317,-1.350371208,0.41364075,0.361352553,-0.014868746,-0.042872623,0.343035792,-0.162145416,-0.289494888,-0.33302768,0.501743098,-0.346687767,0.37511244,-0.643827865,-0.473719419,-0.206463257,0.004704681,-0.090326354,0.153004153
